"Accession","Organism_Name","Organization","Org_location","Isolate","Molecule_type","Length","Nuc_Completeness","Country","Collection_Date","GenBank_Title","MMWRyear","MMWRweek","Collection_Season","Type","clade","G_clade","Collection_YearWeek","Collection_Date_dec"
"PP376644.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103026","ssRNA(-)",15224,"complete","Netherlands",2019-12-17,"Human respiratory syncytial virus A isolate 310103026, complete genome",2019,51,"2019/2020","A","A.D.1","GA2.3.5","2019/51",2019.95890410959
"PP376646.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490103027","ssRNA(-)",15228,"complete","Germany",2020-03-17,"Human respiratory syncytial virus A isolate 490103027, complete genome",2020,12,"2019/2020","A","A.D.1","GA2.3.5","2020/12",2020.20765027322
"PP376655.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103025","ssRNA(-)",15208,"complete","Netherlands",2019-12-18,"Human respiratory syncytial virus A isolate 310103025, complete genome",2019,51,"2019/2020","A","A.D.1","GA2.3.5","2019/51",2019.96164383562
"PP376656.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","390103004","ssRNA(-)",15221,"complete","Italy",2019-12-18,"Human respiratory syncytial virus A isolate 390103004, complete genome",2019,51,"2019/2020","A","A.D.5","GA2.3.5","2019/51",2019.96164383562
"PP376657.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102024","ssRNA(-)",15203,"complete","Germany",2019-02-18,"Human respiratory syncytial virus A isolate 490102024, complete genome",2019,8,"2018/2019","A","A.D.1","GA2.3.5","2019/08",2019.13150684931
"PP376658.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102041","ssRNA(-)",15222,"complete","Spain",2019-02-18,"Human respiratory syncytial virus A isolate 340102041, complete genome",2019,8,"2018/2019","A","A.D.1","GA2.3.5","2019/08",2019.13150684931
"PP376659.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103033","ssRNA(-)",15226,"complete","Finland",2020-02-18,"Human respiratory syncytial virus A isolate 358103033, complete genome",2020,8,"2019/2020","A","A.D.2.2","GA2.3.5","2020/08",2020.13114754098
"PP376660.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103030","ssRNA(-)",15224,"complete","Russia",2020-02-18,"Human respiratory syncytial virus A isolate 070103030, complete genome",2020,8,"2019/2020","A","A.D.1","GA2.3.5","2020/08",2020.13114754098
"PP376661.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358102013","ssRNA(-)",15228,"complete","Finland",2019-03-18,"Human respiratory syncytial virus A isolate 358102013, complete genome",2019,12,"2018/2019","A","A.D.2.2","GA2.3.5","2019/12",2019.20821917808
"PP376662.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102048","ssRNA(-)",15224,"complete","Spain",2019-03-18,"Human respiratory syncytial virus A isolate 340102048, complete genome",2019,12,"2018/2019","A","A.D","GA2.3.5","2019/12",2019.20821917808
"PP376667.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330102002","ssRNA(-)",15222,"complete","France",2018-12-19,"Human respiratory syncytial virus A isolate 330102002, complete genome",2018,51,"2018/2019","A","A.D.5","GA2.3.5","2018/51",2018.96438356164
"PP376669.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103035","ssRNA(-)",15226,"complete","Finland",2020-02-19,"Human respiratory syncytial virus A isolate 358103035, complete genome",2020,8,"2019/2020","A","A.D.2.2","GA2.3.5","2020/08",2020.13387978142
"PP376670.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101046","ssRNA(-)",15125,"complete","Finland",2018-03-19,"Human respiratory syncytial virus A isolate 358101046, complete genome",2018,12,"2017/2018","A","A.D.2.2","GA2.3.5","2018/12",2018.21095890411
"PP376672.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102015","ssRNA(-)",15232,"complete","Spain",2019-01-02,"Human respiratory syncytial virus A isolate 340102015, complete genome",2019,1,"2018/2019","A","A.D.2.2.1","GA2.3.5","2019/01",2019.00273972603
"PP376675.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","440103035","ssRNA(-)",15229,"complete","United Kingdom",2019-12-02,"Human respiratory syncytial virus A isolate 440103035, complete genome",2019,49,"2019/2020","A","A.D.3","GA2.3.5","2019/49",2019.91780821918
"PP376679.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358102024","ssRNA(-)",15224,"complete","Finland",2019-05-02,"Human respiratory syncytial virus A isolate 358102024, complete genome",2019,18,"2018/2019","A","A.D.1","GA2.3.5","2019/18",2019.33150684932
"PP376683.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103039","ssRNA(-)",15224,"complete","France",2020-01-20,"Human respiratory syncytial virus A isolate 330103039, complete genome",2020,4,"2019/2020","A","A.D.1","GA2.3.5","2020/04",2020.05191256831
"PP376684.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490103004","ssRNA(-)",15221,"complete","Germany",2020-01-20,"Human respiratory syncytial virus A isolate 490103004, complete genome",2020,4,"2019/2020","A","A.D.5","GA2.3.5","2020/04",2020.05191256831
"PP376686.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310102005","ssRNA(-)",15223,"complete","Netherlands",2018-11-20,"Human respiratory syncytial virus A isolate 310102005, complete genome",2018,47,"2018/2019","A","A.D","GA2.3.5","2018/47",2018.88493150685
"PP376687.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103020","ssRNA(-)",15224,"complete","France",2019-11-20,"Human respiratory syncytial virus A isolate 330103020, complete genome",2019,47,"2019/2020","A","A.D","GA2.3.5","2019/47",2019.88493150685
"PP376689.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310102037","ssRNA(-)",15213,"complete","Netherlands",2018-12-20,"Human respiratory syncytial virus A isolate 310102037, complete genome",2018,51,"2018/2019","A","A.D.2.2","GA2.3.5","2018/51",2018.96712328767
"PP376690.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330102004","ssRNA(-)",15225,"complete","France",2018-12-20,"Human respiratory syncytial virus A isolate 330102004, complete genome",2018,51,"2018/2019","A","A.D.3","GA2.3.5","2018/51",2018.96712328767
"PP376692.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102049","ssRNA(-)",14743,"complete","Spain",2019-03-20,"Human respiratory syncytial virus A isolate 340102049, complete genome",2019,12,"2018/2019","A","A.D.1","GA2.3.5","2019/12",2019.21369863014
"PP376695.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103002","ssRNA(-)",15198,"complete","Finland",2020-01-21,"Human respiratory syncytial virus A isolate 358103002, complete genome",2020,4,"2019/2020","A","A.D","GA2.3.5","2020/04",2020.05464480874
"PP376697.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103004","ssRNA(-)",15223,"complete","France",2019-10-21,"Human respiratory syncytial virus A isolate 330103004, complete genome",2019,43,"2019/2020","A","A.D.5","GA2.3.5","2019/43",2019.80273972603
"PP376699.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","440103023","ssRNA(-)",15224,"complete","United Kingdom",2019-11-21,"Human respiratory syncytial virus A isolate 440103023, complete genome",2019,47,"2019/2020","A","A.D","GA2.3.5","2019/47",2019.88767123288
"PP376700.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101032","ssRNA(-)",15167,"complete","Netherlands",2017-12-21,"Human respiratory syncytial virus A isolate 310101032, complete genome",2017,51,"2017/2018","A","A.D","GA2.3.5","2017/51",2017.9698630137
"PP376701.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103040","ssRNA(-)",15226,"complete","Finland",2020-02-21,"Human respiratory syncytial virus A isolate 358103040, complete genome",2020,8,"2019/2020","A","A.D.2.2","GA2.3.5","2020/08",2020.1393442623
"PP376706.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103041","ssRNA(-)",15208,"complete","Finland",2020-02-22,"Human respiratory syncytial virus A isolate 358103041, complete genome",2020,8,"2019/2020","A","A.D.1","GA2.3.5","2020/08",2020.14207650273
"PP376707.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101047","ssRNA(-)",15188,"complete","Finland",2018-03-22,"Human respiratory syncytial virus A isolate 358101047, complete genome",2018,12,"2017/2018","A","A.D.2.2","GA2.3.5","2018/12",2018.21917808219
"PP376710.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103005","ssRNA(-)",15226,"complete","Finland",2020-01-23,"Human respiratory syncytial virus A isolate 358103005, complete genome",2020,4,"2019/2020","A","A.D.2.2","GA2.3.5","2020/04",2020.06010928962
"PP376711.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103006","ssRNA(-)",15226,"complete","France",2019-10-23,"Human respiratory syncytial virus A isolate 330103006, complete genome",2019,43,"2019/2020","A","A.D.2.2","GA2.3.5","2019/43",2019.80821917808
"PP376714.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490103032","ssRNA(-)",15228,"complete","Germany",2020-03-23,"Human respiratory syncytial virus A isolate 490103032, complete genome",2020,13,"2019/2020","A","A.D.1","GA2.3.5","2020/13",2020.22404371585
"PP376718.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101020","ssRNA(-)",15222,"complete","Finland",2018-01-24,"Human respiratory syncytial virus A isolate 358101020, complete genome",2018,4,"2017/2018","A","A.D.5","GA2.3.5","2018/04",2018.06301369863
"PP376720.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103006","ssRNA(-)",15226,"complete","Finland",2020-01-24,"Human respiratory syncytial virus A isolate 358103006, complete genome",2020,4,"2019/2020","A","A.D.1","GA2.3.5","2020/04",2020.06284153005
"PP376723.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102008","ssRNA(-)",15230,"complete","Spain",2018-12-24,"Human respiratory syncytial virus A isolate 340102008, complete genome",2018,52,"2018/2019","A","A.D.2.2.1","GA2.3.5","2018/52",2018.97808219178
"PP376724.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103019","ssRNA(-)",15224,"complete","Netherlands",2019-12-24,"Human respiratory syncytial virus A isolate 310103019, complete genome",2019,52,"2019/2020","A","A.D.2.1","GA2.3.5","2019/52",2019.97808219178
"PP376725.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340103020","ssRNA(-)",15224,"complete","Spain",2019-12-24,"Human respiratory syncytial virus A isolate 340103020, complete genome",2019,52,"2019/2020","A","A.D.1","GA2.3.5","2019/52",2019.97808219178
"PP376735.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103022","ssRNA(-)",15218,"complete","France",2019-11-25,"Human respiratory syncytial virus A isolate 330103022, complete genome",2019,48,"2019/2020","A","A.D.2.2","GA2.3.5","2019/48",2019.89863013699
"PP376736.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103034","ssRNA(-)",15224,"complete","Russia",2020-02-25,"Human respiratory syncytial virus A isolate 070103034, complete genome",2020,9,"2019/2020","A","A.D.3","GA2.3.5","2020/09",2020.15027322404
"PP376744.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102051","ssRNA(-)",15224,"complete","Spain",2019-03-26,"Human respiratory syncytial virus A isolate 340102051, complete genome",2019,13,"2018/2019","A","A.D.1","GA2.3.5","2019/13",2019.2301369863
"PP376747.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","440102017","ssRNA(-)",15228,"complete","United Kingdom",2018-11-27,"Human respiratory syncytial virus A isolate 440102017, complete genome",2018,48,"2018/2019","A","A.D.3","GA2.3.5","2018/48",2018.90410958904
"PP376748.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103024","ssRNA(-)",15208,"complete","France",2019-11-27,"Human respiratory syncytial virus A isolate 330103024, complete genome",2019,48,"2019/2020","A","A.D.2.2","GA2.3.5","2019/48",2019.90410958904
"PP376750.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103028","ssRNA(-)",15227,"complete","France",2019-11-27,"Human respiratory syncytial virus A isolate 330103028, complete genome",2019,48,"2019/2020","A","A.D.1","GA2.3.5","2019/48",2019.90410958904
"PP376751.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102010","ssRNA(-)",15225,"complete","Spain",2018-12-27,"Human respiratory syncytial virus A isolate 340102010, complete genome",2018,52,"2018/2019","A","A.D.3","GA2.3.5","2018/52",2018.98630136986
"PP376752.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340103023","ssRNA(-)",15224,"complete","Spain",2019-12-27,"Human respiratory syncytial virus A isolate 340103023, complete genome",2019,52,"2019/2020","A","A.D.1","GA2.3.5","2019/52",2019.98630136986
"PP376753.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103013","ssRNA(-)",15228,"complete","Netherlands",2019-12-27,"Human respiratory syncytial virus A isolate 310103013, complete genome",2019,52,"2019/2020","A","A.D.1","GA2.3.5","2019/52",2019.98630136986
"PP376754.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101036","ssRNA(-)",15205,"complete","Finland",2018-02-27,"Human respiratory syncytial virus A isolate 358101036, complete genome",2018,9,"2017/2018","A","A.D.2.2","GA2.3.5","2018/09",2018.15616438356
"PP376761.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","440102021","ssRNA(-)",15222,"complete","United Kingdom",2018-11-28,"Human respiratory syncytial virus A isolate 440102021, complete genome",2018,48,"2018/2019","A","A.D.1","GA2.3.5","2018/48",2018.90684931507
"PP376764.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101009","ssRNA(-)",15223,"complete","Finland",2017-12-28,"Human respiratory syncytial virus A isolate 358101009, complete genome",2017,52,"2017/2018","A","A.D","GA2.3.5","2017/52",2017.98904109589
"PP376767.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490103005","ssRNA(-)",15224,"complete","Germany",2020-01-29,"Human respiratory syncytial virus A isolate 490103005, complete genome",2020,5,"2019/2020","A","A.D.5","GA2.3.5","2020/05",2020.07650273224
"PP376768.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103007","ssRNA(-)",15225,"complete","Finland",2020-01-29,"Human respiratory syncytial virus A isolate 358103007, complete genome",2020,5,"2019/2020","A","A.D.1","GA2.3.5","2020/05",2020.07650273224
