"Accession","Organism_Name","Organization","Org_location","Isolate","Molecule_type","Length","Nuc_Completeness","Country","Collection_Date","GenBank_Title"
"MZ516082.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU03-0022-V02","ssRNA(-)",15276,"complete","Netherlands",2017-12-18,"Human respiratory syncytial virus B isolate UU03-0022-V02, complete genome"
"MZ516083.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0050-D03","ssRNA(-)",15274,"complete","Spain",2019-01-01,"Human respiratory syncytial virus B isolate SE02-0050-D03, complete genome"
"MZ516084.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0044-D08","ssRNA(-)",15238,"partial","Netherlands",2018-02-02,"Human respiratory syncytial virus B isolate UU02-0044-D08, partial genome"
"MZ516089.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0028-D05","ssRNA(-)",15274,"complete","Netherlands",2018-01-04,"Human respiratory syncytial virus B isolate UU02-0028-D05, complete genome"
"MZ516094.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0051-D02","ssRNA(-)",15262,"complete","Netherlands",2018-03-28,"Human respiratory syncytial virus B isolate UU02-0051-D02, complete genome"
"MZ516095.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0084-V01","ssRNA(-)",15276,"complete","Netherlands",2018-12-07,"Human respiratory syncytial virus B isolate UU02-0084-V01, complete genome"
"MZ516098.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX01A-8052-V02","ssRNA(-)",15276,"complete","United Kingdom",2018-11-30,"Human respiratory syncytial virus B isolate OX01A-8052-V02, complete genome"
"MZ516101.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8813-D02","ssRNA(-)",15275,"complete","United Kingdom",2018-10-25,"Human respiratory syncytial virus B isolate OX02-8813-D02, complete genome"
"MZ516102.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8541-V01","ssRNA(-)",15275,"complete","United Kingdom",2019-12-10,"Human respiratory syncytial virus B isolate OX02-8541-V01, complete genome"
"MZ516104.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0068-V01","ssRNA(-)",15231,"complete","Netherlands",2018-12-17,"Human respiratory syncytial virus B isolate UU02-0068-V01, complete genome"
"MZ516105.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8128-V01","ssRNA(-)",15276,"complete","United Kingdom",2019-02-05,"Human respiratory syncytial virus B isolate OX02-8128-V01, complete genome"
"MZ516107.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8372-V01","ssRNA(-)",15275,"complete","United Kingdom",2018-11-28,"Human respiratory syncytial virus B isolate OX02-8372-V01, complete genome"
"MZ516109.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8985-D04","ssRNA(-)",15232,"complete","United Kingdom",2018-10-29,"Human respiratory syncytial virus B isolate OX02-8985-D04, complete genome"
"MZ516113.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0152-V01","ssRNA(-)",15275,"complete","Netherlands",2019-11-22,"Human respiratory syncytial virus B isolate UU02-0152-V01, complete genome"
"MZ516114.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0005-V01","ssRNA(-)",15284,"complete","Spain",2019-01-04,"Human respiratory syncytial virus B isolate SE02-0005-V01, complete genome"
"MZ516115.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0029-D03","ssRNA(-)",15148,"partial","Netherlands",2018-01-05,"Human respiratory syncytial virus B isolate UU02-0029-D03, partial genome"
"MZ516116.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8832-D08","ssRNA(-)",15276,"complete","United Kingdom",2018-11-05,"Human respiratory syncytial virus B isolate OX02-8832-D08, complete genome"
"MZ516119.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0077-V01","ssRNA(-)",15276,"partial","Netherlands",2019-01-04,"Human respiratory syncytial virus B isolate UU02-0077-V01, partial genome"
"MZ516121.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8898-D02","ssRNA(-)",14988,"partial","United Kingdom",2018-12-01,"Human respiratory syncytial virus B isolate OX02-8898-D02, partial genome"
"MZ516122.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0109-V02","ssRNA(-)",15276,"complete","Spain",2019-12-16,"Human respiratory syncytial virus B isolate SE01A-0109-V02, complete genome"
"MZ516123.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX01A-8960-V02","ssRNA(-)",15275,"complete","United Kingdom",2019-12-31,"Human respiratory syncytial virus B isolate OX01A-8960-V02, complete genome"
"MZ516125.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8304-D04","ssRNA(-)",15275,"complete","United Kingdom",2018-11-22,"Human respiratory syncytial virus B isolate OX02-8304-D04, complete genome"
"MZ516126.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0006-D03","ssRNA(-)",15280,"complete","Netherlands",2017-11-20,"Human respiratory syncytial virus B isolate UU02-0006-D03, complete genome"
"MZ516133.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0050-D04","ssRNA(-)",15237,"partial","Spain",2019-01-02,"Human respiratory syncytial virus B isolate SE02-0050-D04, partial genome"
"MZ516135.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0035-V02","ssRNA(-)",15271,"complete","Netherlands",2018-11-26,"Human respiratory syncytial virus B isolate UU01A-0035-V02, complete genome"
"MZ516136.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0064-V01","ssRNA(-)",14901,"partial","Netherlands",2018-12-13,"Human respiratory syncytial virus B isolate UU02-0064-V01, partial genome"
"MZ516139.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8714-V01","ssRNA(-)",15277,"complete","United Kingdom",2019-11-19,"Human respiratory syncytial virus B isolate OX02-8714-V01, complete genome"
"MZ516140.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0123-V02","ssRNA(-)",15275,"complete","Spain",2019-12-30,"Human respiratory syncytial virus B isolate SE01A-0123-V02, complete genome"
"MZ516141.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0006-V01","ssRNA(-)",15277,"complete","Netherlands",2017-11-18,"Human respiratory syncytial virus B isolate UU02-0006-V01, complete genome"
"MZ516143.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0135-V02","ssRNA(-)",15275,"complete","Spain",2019-12-30,"Human respiratory syncytial virus B isolate SE01A-0135-V02, complete genome"
"MZ151849.1","Human respiratory syncytial virus B","The Federal Research Center of Fundamental and Translational Medicine, Eurasian Institute of zoonotic infections","Russia","","ssRNA(-)",15154,"complete","Russia",2019-11-20,"Human respiratory syncytial virus B strain RSVB/Novosibirsk/76Hp/2019, complete genome"
"MZ151850.1","Human respiratory syncytial virus B","The Federal Research Center of Fundamental and Translational Medicine, Eurasian Institute of zoonotic infections","Russia","","ssRNA(-)",15155,"complete","Russia",2019-11-27,"Human respiratory syncytial virus B strain RSVB/Novosibirsk/103Hp/2019, complete genome"
"MZ151851.1","Human respiratory syncytial virus B","The Federal Research Center of Fundamental and Translational Medicine, Eurasian Institute of zoonotic infections","Russia","","ssRNA(-)",14983,"complete","Russia",2019-11-19,"Human respiratory syncytial virus B strain RSVB/Novosibirsk/73Hp/2019, complete genome"
"MZ151856.1","Human respiratory syncytial virus B","The Federal Research Center of Fundamental and Translational Medicine, Eurasian Institute of zoonotic infections","Russia","","ssRNA(-)",15156,"complete","Russia",2020-01-30,"Human respiratory syncytial virus B strain RSVB/Novosibirsk/8.59Hl/2020, complete genome"
"LR699726.1","Human respiratory syncytial virus B","UNIVERSITY OF OXFORD, Centre for Clinical Vaccinology and Tropical Medicine , Churchill Hospital, Old Road, Headington, Oxford, OX3 7LE","United Kingdom","","ssRNA(-)",15275,"partial","United Kingdom",2017-12-21,"Human respiratory syncytial virus B cRNA"
"LR699735.1","Human respiratory syncytial virus B","UNIVERSITY OF OXFORD, Centre for Clinical Vaccinology and Tropical Medicine , Churchill Hospital, Old Road, Headington, Oxford, OX3 7LE","United Kingdom","","ssRNA(-)",15276,"partial","United Kingdom",2017-12-20,"Human respiratory syncytial virus B cRNA"
"LR699738.1","Human respiratory syncytial virus B","UNIVERSITY OF OXFORD, Centre for Clinical Vaccinology and Tropical Medicine , Churchill Hospital, Old Road, Headington, Oxford, OX3 7LE","United Kingdom","","ssRNA(-)",15274,"partial","Spain",2018-01-03,"Human respiratory syncytial virus B cRNA"
"LR699739.1","Human respiratory syncytial virus B","UNIVERSITY OF OXFORD, Centre for Clinical Vaccinology and Tropical Medicine , Churchill Hospital, Old Road, Headington, Oxford, OX3 7LE","United Kingdom","","ssRNA(-)",15274,"partial","Spain",2018-01-08,"Human respiratory syncytial virus B cRNA"
"LR699740.1","Human respiratory syncytial virus B","UNIVERSITY OF OXFORD, Centre for Clinical Vaccinology and Tropical Medicine , Churchill Hospital, Old Road, Headington, Oxford, OX3 7LE","United Kingdom","","ssRNA(-)",15274,"partial","Spain",2018-01-16,"Human respiratory syncytial virus B cRNA"
"LR699741.1","Human respiratory syncytial virus B","UNIVERSITY OF OXFORD, Centre for Clinical Vaccinology and Tropical Medicine , Churchill Hospital, Old Road, Headington, Oxford, OX3 7LE","United Kingdom","","ssRNA(-)",15271,"partial","Spain",2017-12-15,"Human respiratory syncytial virus B cRNA"
"LR699742.1","Human respiratory syncytial virus B","UNIVERSITY OF OXFORD, Centre for Clinical Vaccinology and Tropical Medicine , Churchill Hospital, Old Road, Headington, Oxford, OX3 7LE","United Kingdom","","ssRNA(-)",15276,"partial","Spain",2017-12-01,"Human respiratory syncytial virus B cRNA"
"LR699743.1","Human respiratory syncytial virus B","UNIVERSITY OF OXFORD, Centre for Clinical Vaccinology and Tropical Medicine , Churchill Hospital, Old Road, Headington, Oxford, OX3 7LE","United Kingdom","","ssRNA(-)",15276,"partial","Spain",2018-01-29,"Human respiratory syncytial virus B cRNA"
"LR699744.1","Human respiratory syncytial virus B","UNIVERSITY OF OXFORD, Centre for Clinical Vaccinology and Tropical Medicine , Churchill Hospital, Old Road, Headington, Oxford, OX3 7LE","United Kingdom","","ssRNA(-)",15276,"partial","Spain",2017-12-20,"Human respiratory syncytial virus B cRNA"
"MT373703.1","Human respiratory syncytial virus B","Federal Research Center of Fundamental and Translational Medicine, Department of Experimental Modeling and Pathogenesis of Infectious Diseases","Russia","","ssRNA(-)",15155,"complete","Russia",2019-03-14,"Human respiratory syncytial virus B strain RSVB/Novosibirsk/242/2019, complete genome"
"MT373704.1","Human respiratory syncytial virus B","Federal Research Center of Fundamental and Translational Medicine, Department of Experimental Modeling and Pathogenesis of Infectious Diseases","Russia","","ssRNA(-)",15155,"complete","Russia",2019-04-03,"Human respiratory syncytial virus B strain RSVB/Novosibirsk/293/2019, complete genome"
"MT373705.1","Human respiratory syncytial virus B","Federal Research Center of Fundamental and Translational Medicine, Department of Experimental Modeling and Pathogenesis of Infectious Diseases","Russia","","ssRNA(-)",15155,"complete","Russia",2019-01-20,"Human respiratory syncytial virus B strain RSVB/Novosibirsk/5019/2019, complete genome"
"MK534510.1","Human respiratory syncytial virus B","Federal Research Center of Fundamental and Translational Medicine, Department of experimental modeling and infectious diseases pathogenesis","Russia","","ssRNA(-)",15155,"complete","Russia",2018-03-19,"Human respiratory syncytial virus B strain RSVB/Novosibirsk/50Hl/2018, complete genome"
"MK534511.1","Human respiratory syncytial virus B","Federal Research Center of Fundamental and Translational Medicine, Department of experimental modeling and infectious diseases pathogenesis","Russia","","ssRNA(-)",15154,"complete","Russia",2018-03-22,"Human respiratory syncytial virus B strain RSVB/Novosibirsk/66Hp/2018, complete genome"
"MK534512.1","Human respiratory syncytial virus B","Federal Research Center of Fundamental and Translational Medicine, Department of experimental modeling and infectious diseases pathogenesis","Russia","","ssRNA(-)",15154,"complete","Russia",2018-03-22,"Human respiratory syncytial virus B strain RSVB/Novosibirsk/66Hl/2018, complete genome"
"MK481079.1","Human respiratory syncytial virus B","Federal Research Center of Fundamental and Translational Medicine, Department of Experimental Modeling and Infectious Diseases Pathogenesis","Russia","","ssRNA(-)",15155,"complete","Russia",2018-03-19,"Human respiratory syncytial virus B strain RSVB/Novosibirsk/50Hp/2018, complete genome"
