"","Accession","Organism_Name","Organization","Org_location","Isolate","Molecule_type","Length","Nuc_Completeness","Country","Collection_Date","GenBank_Title","Collection_Year","Collection_Month","MMWRyear","MMWRweek","MMWRday","Collection_Season","Type"
"956","PP377364.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340103021","ssRNA(-)",15222,"complete","Spain",2019-12-26,"Human respiratory syncytial virus B isolate 340103021, complete genome",2019,12,2019,52,5,"2019/2020","B"
"957","PP377367.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103043","ssRNA(-)",15223,"complete","Finland",2020-02-26,"Human respiratory syncytial virus B isolate 358103043, complete genome",2020,2,2020,9,4,"2019/2020","B"
"958","PP377372.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310102052","ssRNA(-)",15222,"complete","Netherlands",2019-02-27,"Human respiratory syncytial virus B isolate 310102052, complete genome",2019,2,2019,9,4,"2018/2019","B"
"959","PP377374.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103011","ssRNA(-)",15178,"complete","Russia",2020-01-27,"Human respiratory syncytial virus B isolate 070103011, complete genome",2020,1,2020,5,2,"2019/2020","B"
"960","PP377375.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340101012","ssRNA(-)",14710,"complete","Spain",2017-11-27,"Human respiratory syncytial virus B isolate 340101012, complete genome",2017,11,2017,48,2,"2017/2018","B"
"961","PP377376.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","440103032","ssRNA(-)",15222,"complete","United Kingdom",2019-11-27,"Human respiratory syncytial virus B isolate 440103032, complete genome",2019,11,2019,48,4,"2019/2020","B"
"962","PP377377.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101007","ssRNA(-)",15223,"complete","Finland",2017-12-27,"Human respiratory syncytial virus B isolate 358101007, complete genome",2017,12,2017,52,4,"2017/2018","B"
"963","PP377378.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101041","ssRNA(-)",15079,"complete","Netherlands",2017-12-27,"Human respiratory syncytial virus B isolate 310101041, complete genome",2017,12,2017,52,4,"2017/2018","B"
"964","PP377379.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340101048","ssRNA(-)",15223,"complete","Spain",2018-02-27,"Human respiratory syncytial virus B isolate 340101048, complete genome",2018,2,2018,9,3,"2017/2018","B"
"965","PP377380.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340101049","ssRNA(-)",15222,"complete","Spain",2018-02-27,"Human respiratory syncytial virus B isolate 340101049, complete genome",2018,2,2018,9,3,"2017/2018","B"
"966","PP377389.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103013","ssRNA(-)",15180,"complete","Russia",2020-01-28,"Human respiratory syncytial virus B isolate 070103013, complete genome",2020,1,2020,5,3,"2019/2020","B"
"967","PP377390.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","440102018","ssRNA(-)",15224,"complete","United Kingdom",2018-11-28,"Human respiratory syncytial virus B isolate 440102018, complete genome",2018,11,2018,48,4,"2018/2019","B"
"968","PP377391.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358102016","ssRNA(-)",15222,"complete","Finland",2019-03-28,"Human respiratory syncytial virus B isolate 358102016, complete genome",2019,3,2019,13,5,"2018/2019","B"
"969","PP377395.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103010","ssRNA(-)",15222,"complete","Finland",2020-01-29,"Human respiratory syncytial virus B isolate 358103010, complete genome",2020,1,2020,5,4,"2019/2020","B"
"970","PP377397.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102013","ssRNA(-)",15231,"complete","Spain",2018-12-29,"Human respiratory syncytial virus B isolate 340102013, complete genome",2018,12,2018,52,7,"2018/2019","B"
"971","PP377401.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310102012","ssRNA(-)",15222,"complete","Netherlands",2018-12-03,"Human respiratory syncytial virus B isolate 310102012, complete genome",2018,12,2018,49,2,"2018/2019","B"
"972","PP377402.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101039","ssRNA(-)",15222,"complete","Finland",2018-03-03,"Human respiratory syncytial virus B isolate 358101039, complete genome",2018,3,2018,9,7,"2017/2018","B"
"973","PP377406.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358102025","ssRNA(-)",15223,"complete","Finland",2019-05-03,"Human respiratory syncytial virus B isolate 358102025, complete genome",2019,5,2019,18,6,"2018/2019","B"
"974","PP377412.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","440102006","ssRNA(-)",15222,"complete","United Kingdom",2018-10-30,"Human respiratory syncytial virus B isolate 440102006, complete genome",2018,10,2018,44,3,"2018/2019","B"
"975","PP377413.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340101017","ssRNA(-)",15223,"complete","Spain",2017-11-30,"Human respiratory syncytial virus B isolate 340101017, complete genome",2017,11,2017,48,5,"2017/2018","B"
"976","PP377414.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310102009","ssRNA(-)",15223,"complete","Netherlands",2018-11-30,"Human respiratory syncytial virus B isolate 310102009, complete genome",2018,11,2018,48,6,"2018/2019","B"
"977","PP377415.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","440102025","ssRNA(-)",15222,"complete","United Kingdom",2018-11-30,"Human respiratory syncytial virus B isolate 440102025, complete genome",2018,11,2018,48,6,"2018/2019","B"
"978","PP377417.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102014","ssRNA(-)",15222,"complete","Spain",2018-12-30,"Human respiratory syncytial virus B isolate 340102014, complete genome",2018,12,2019,1,1,"2018/2019","B"
"979","PP377424.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102014","ssRNA(-)",15224,"complete","Germany",2019-01-31,"Human respiratory syncytial virus B isolate 490102014, complete genome",2019,1,2019,5,5,"2018/2019","B"
"980","PP377425.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101045","ssRNA(-)",15221,"complete","Netherlands",2017-12-31,"Human respiratory syncytial virus B isolate 310101045, complete genome",2017,12,2018,1,1,"2017/2018","B"
"981","PP377429.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","390103010","ssRNA(-)",15223,"complete","Italy",2020-01-04,"Human respiratory syncytial virus B isolate 390103010, complete genome",2020,1,2020,1,7,"2019/2020","B"
"982","PP377431.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310102013","ssRNA(-)",15222,"complete","Netherlands",2018-12-04,"Human respiratory syncytial virus B isolate 310102013, complete genome",2018,12,2018,49,3,"2018/2019","B"
"983","PP377434.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358102001","ssRNA(-)",15222,"complete","Finland",2019-02-04,"Human respiratory syncytial virus B isolate 358102001, complete genome",2019,2,2019,6,2,"2018/2019","B"
"984","PP377435.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340103032","ssRNA(-)",15223,"complete","Spain",2020-02-04,"Human respiratory syncytial virus B isolate 340103032, complete genome",2020,2,2020,6,3,"2019/2020","B"
"985","PP377436.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103018","ssRNA(-)",15180,"complete","Russia",2020-02-04,"Human respiratory syncytial virus B isolate 070103018, complete genome",2020,2,2020,6,3,"2019/2020","B"
"986","PP377447.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103001","ssRNA(-)",15179,"complete","Russia",2019-11-05,"Human respiratory syncytial virus B isolate 070103001, complete genome",2019,11,2019,45,3,"2019/2020","B"
"987","PP377448.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102017","ssRNA(-)",15222,"complete","Germany",2019-02-05,"Human respiratory syncytial virus B isolate 490102017, complete genome",2019,2,2019,6,3,"2018/2019","B"
"988","PP377449.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103020","ssRNA(-)",15178,"complete","Russia",2020-02-05,"Human respiratory syncytial virus B isolate 070103020, complete genome",2020,2,2020,6,4,"2019/2020","B"
"989","PP377456.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310102016","ssRNA(-)",15223,"complete","Netherlands",2018-12-06,"Human respiratory syncytial virus B isolate 310102016, complete genome",2018,12,2018,49,5,"2018/2019","B"
"990","PP377457.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103021","ssRNA(-)",15223,"complete","Finland",2020-02-06,"Human respiratory syncytial virus B isolate 358103021, complete genome",2020,2,2020,6,5,"2019/2020","B"
"991","PP377458.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340101050","ssRNA(-)",15222,"complete","Spain",2018-03-06,"Human respiratory syncytial virus B isolate 340101050, complete genome",2018,3,2018,10,3,"2017/2018","B"
"992","PP377464.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101055","ssRNA(-)",15222,"complete","Netherlands",2018-01-07,"Human respiratory syncytial virus B isolate 310101055, complete genome",2018,1,2018,2,1,"2017/2018","B"
"993","PP377467.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","440102001","ssRNA(-)",15223,"complete","United Kingdom",2018-10-07,"Human respiratory syncytial virus B isolate 440102001, complete genome",2018,10,2018,41,1,"2018/2019","B"
"994","PP377468.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340101025","ssRNA(-)",15222,"complete","Spain",2017-12-07,"Human respiratory syncytial virus B isolate 340101025, complete genome",2017,12,2017,49,5,"2017/2018","B"
"995","PP377469.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358102002","ssRNA(-)",15222,"complete","Finland",2019-02-07,"Human respiratory syncytial virus B isolate 358102002, complete genome",2019,2,2019,6,5,"2018/2019","B"
"996","PP377471.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358102009","ssRNA(-)",15222,"complete","Finland",2019-03-07,"Human respiratory syncytial virus B isolate 358102009, complete genome",2019,3,2019,10,5,"2018/2019","B"
"997","PP377478.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340101027","ssRNA(-)",15223,"complete","Spain",2017-12-08,"Human respiratory syncytial virus B isolate 340101027, complete genome",2017,12,2017,49,6,"2017/2018","B"
"998","PP377479.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102038","ssRNA(-)",15223,"complete","Spain",2019-02-08,"Human respiratory syncytial virus B isolate 340102038, complete genome",2019,2,2019,6,6,"2018/2019","B"
"999","PP377480.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103023","ssRNA(-)",15223,"complete","Finland",2020-02-08,"Human respiratory syncytial virus B isolate 358103023, complete genome",2020,2,2020,6,7,"2019/2020","B"
"1000","PP377481.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358102019","ssRNA(-)",15223,"complete","Finland",2019-04-08,"Human respiratory syncytial virus B isolate 358102019, complete genome",2019,4,2019,15,2,"2018/2019","B"
"1001","PP377484.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340101043","ssRNA(-)",15223,"complete","Spain",2018-01-09,"Human respiratory syncytial virus B isolate 340101043, complete genome",2018,1,2018,2,3,"2017/2018","B"
"1002","PP377487.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101029","ssRNA(-)",15223,"complete","Finland",2018-02-09,"Human respiratory syncytial virus B isolate 358101029, complete genome",2018,2,2018,6,6,"2017/2018","B"
"1003","PP377488.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","390103015","ssRNA(-)",15180,"complete","Italy",2020-02-09,"Human respiratory syncytial virus B isolate 390103015, complete genome",2020,2,2020,7,1,"2019/2020","B"
"1004","PP377495.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310102053","ssRNA(-)",15223,"complete","Netherlands",2019-03-01,"UNVERIFIED: Human respiratory syncytial virus B isolate 310102053, complete genome",2019,3,2019,9,6,"2018/2019","B"
"1005","PP377496.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102021","ssRNA(-)",15221,"complete","Spain",2019-01-14,"UNVERIFIED: Human respiratory syncytial virus B isolate 340102021, complete genome",2019,1,2019,3,2,"2018/2019","B"
"1006","PP377497.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","440105051","ssRNA(-)",15224,"complete","United Kingdom",2018-02-19,"UNVERIFIED: Human respiratory syncytial virus B isolate 440105051, complete genome",2018,2,2018,8,2,"2017/2018","B"
"1007","PP377498.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102009","ssRNA(-)",15232,"complete","Spain",2018-12-26,"UNVERIFIED: Human respiratory syncytial virus B isolate 340102009, complete genome",2018,12,2018,52,4,"2018/2019","B"
"1008","PP377499.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340103031","ssRNA(-)",15179,"complete","Spain",2020-02-04,"UNVERIFIED: Human respiratory syncytial virus B isolate 340103031, complete genome",2020,2,2020,6,3,"2019/2020","B"
"1009","PP377501.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310102030","ssRNA(-)",15223,"complete","Netherlands",2018-12-17,"UNVERIFIED: Human respiratory syncytial virus B isolate 310102030, complete genome",2018,12,2018,51,2,"2018/2019","B"
