"Accession","Organism_Name","Organization","Org_location","Isolate","Molecule_type","Length","Nuc_Completeness","Country","Collection_Date","GenBank_Title","MMWRyear","MMWRweek","Collection_Season","Type","clade","G_clade"
"PP376684.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490103004","ssRNA(-)",15221,"complete","Germany",2020-01-20,"Human respiratory syncytial virus A isolate 490103004, complete genome",2020,4,"2019/2020","A","A.D.5","GA2.3.5"
"PP376686.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310102005","ssRNA(-)",15223,"complete","Netherlands",2018-11-20,"Human respiratory syncytial virus A isolate 310102005, complete genome",2018,47,"2018/2019","A","A.D","GA2.3.5"
"PP376687.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103020","ssRNA(-)",15224,"complete","France",2019-11-20,"Human respiratory syncytial virus A isolate 330103020, complete genome",2019,47,"2019/2020","A","A.D","GA2.3.5"
"PP376689.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310102037","ssRNA(-)",15213,"complete","Netherlands",2018-12-20,"Human respiratory syncytial virus A isolate 310102037, complete genome",2018,51,"2018/2019","A","A.D.2.2","GA2.3.5"
"PP376690.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330102004","ssRNA(-)",15225,"complete","France",2018-12-20,"Human respiratory syncytial virus A isolate 330102004, complete genome",2018,51,"2018/2019","A","A.D.3","GA2.3.5"
"PP376692.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102049","ssRNA(-)",14743,"complete","Spain",2019-03-20,"Human respiratory syncytial virus A isolate 340102049, complete genome",2019,12,"2018/2019","A","A.D.1","GA2.3.5"
"PP376695.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103002","ssRNA(-)",15198,"complete","Finland",2020-01-21,"Human respiratory syncytial virus A isolate 358103002, complete genome",2020,4,"2019/2020","A","A.D","GA2.3.5"
"PP376697.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103004","ssRNA(-)",15223,"complete","France",2019-10-21,"Human respiratory syncytial virus A isolate 330103004, complete genome",2019,43,"2019/2020","A","A.D.5","GA2.3.5"
"PP376699.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","440103023","ssRNA(-)",15224,"complete","United Kingdom",2019-11-21,"Human respiratory syncytial virus A isolate 440103023, complete genome",2019,47,"2019/2020","A","A.D","GA2.3.5"
"PP376700.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101032","ssRNA(-)",15167,"complete","Netherlands",2017-12-21,"Human respiratory syncytial virus A isolate 310101032, complete genome",2017,51,"2017/2018","A","A.D","GA2.3.5"
"PP376701.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103040","ssRNA(-)",15226,"complete","Finland",2020-02-21,"Human respiratory syncytial virus A isolate 358103040, complete genome",2020,8,"2019/2020","A","A.D.2.2","GA2.3.5"
"PP376706.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103041","ssRNA(-)",15208,"complete","Finland",2020-02-22,"Human respiratory syncytial virus A isolate 358103041, complete genome",2020,8,"2019/2020","A","A.D.1","GA2.3.5"
"PP376707.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101047","ssRNA(-)",15188,"complete","Finland",2018-03-22,"Human respiratory syncytial virus A isolate 358101047, complete genome",2018,12,"2017/2018","A","A.D.2.2","GA2.3.5"
"PP376710.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103005","ssRNA(-)",15226,"complete","Finland",2020-01-23,"Human respiratory syncytial virus A isolate 358103005, complete genome",2020,4,"2019/2020","A","A.D.2.2","GA2.3.5"
"PP376711.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103006","ssRNA(-)",15226,"complete","France",2019-10-23,"Human respiratory syncytial virus A isolate 330103006, complete genome",2019,43,"2019/2020","A","A.D.2.2","GA2.3.5"
"PP376714.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490103032","ssRNA(-)",15228,"complete","Germany",2020-03-23,"Human respiratory syncytial virus A isolate 490103032, complete genome",2020,13,"2019/2020","A","A.D.1","GA2.3.5"
"PP376718.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101020","ssRNA(-)",15222,"complete","Finland",2018-01-24,"Human respiratory syncytial virus A isolate 358101020, complete genome",2018,4,"2017/2018","A","A.D.5","GA2.3.5"
"PP376720.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103006","ssRNA(-)",15226,"complete","Finland",2020-01-24,"Human respiratory syncytial virus A isolate 358103006, complete genome",2020,4,"2019/2020","A","A.D.1","GA2.3.5"
"PP376723.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102008","ssRNA(-)",15230,"complete","Spain",2018-12-24,"Human respiratory syncytial virus A isolate 340102008, complete genome",2018,52,"2018/2019","A","A.D.2.2.1","GA2.3.5"
"PP376724.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103019","ssRNA(-)",15224,"complete","Netherlands",2019-12-24,"Human respiratory syncytial virus A isolate 310103019, complete genome",2019,52,"2019/2020","A","A.D.2.1","GA2.3.5"
"PP376725.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340103020","ssRNA(-)",15224,"complete","Spain",2019-12-24,"Human respiratory syncytial virus A isolate 340103020, complete genome",2019,52,"2019/2020","A","A.D.1","GA2.3.5"
"PP376735.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103022","ssRNA(-)",15218,"complete","France",2019-11-25,"Human respiratory syncytial virus A isolate 330103022, complete genome",2019,48,"2019/2020","A","A.D.2.2","GA2.3.5"
"PP376736.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103034","ssRNA(-)",15224,"complete","Russia",2020-02-25,"Human respiratory syncytial virus A isolate 070103034, complete genome",2020,9,"2019/2020","A","A.D.3","GA2.3.5"
"PP376744.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102051","ssRNA(-)",15224,"complete","Spain",2019-03-26,"Human respiratory syncytial virus A isolate 340102051, complete genome",2019,13,"2018/2019","A","A.D.1","GA2.3.5"
"PP376747.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","440102017","ssRNA(-)",15228,"complete","United Kingdom",2018-11-27,"Human respiratory syncytial virus A isolate 440102017, complete genome",2018,48,"2018/2019","A","A.D.3","GA2.3.5"
"PP376748.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103024","ssRNA(-)",15208,"complete","France",2019-11-27,"Human respiratory syncytial virus A isolate 330103024, complete genome",2019,48,"2019/2020","A","A.D.2.2","GA2.3.5"
"PP376750.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103028","ssRNA(-)",15227,"complete","France",2019-11-27,"Human respiratory syncytial virus A isolate 330103028, complete genome",2019,48,"2019/2020","A","A.D.1","GA2.3.5"
"PP376751.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102010","ssRNA(-)",15225,"complete","Spain",2018-12-27,"Human respiratory syncytial virus A isolate 340102010, complete genome",2018,52,"2018/2019","A","A.D.3","GA2.3.5"
"PP376752.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340103023","ssRNA(-)",15224,"complete","Spain",2019-12-27,"Human respiratory syncytial virus A isolate 340103023, complete genome",2019,52,"2019/2020","A","A.D.1","GA2.3.5"
"PP376753.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103013","ssRNA(-)",15228,"complete","Netherlands",2019-12-27,"Human respiratory syncytial virus A isolate 310103013, complete genome",2019,52,"2019/2020","A","A.D.1","GA2.3.5"
"PP376754.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101036","ssRNA(-)",15205,"complete","Finland",2018-02-27,"Human respiratory syncytial virus A isolate 358101036, complete genome",2018,9,"2017/2018","A","A.D.2.2","GA2.3.5"
"PP376761.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","440102021","ssRNA(-)",15222,"complete","United Kingdom",2018-11-28,"Human respiratory syncytial virus A isolate 440102021, complete genome",2018,48,"2018/2019","A","A.D.1","GA2.3.5"
"PP376764.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101009","ssRNA(-)",15223,"complete","Finland",2017-12-28,"Human respiratory syncytial virus A isolate 358101009, complete genome",2017,52,"2017/2018","A","A.D","GA2.3.5"
"PP376767.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490103005","ssRNA(-)",15224,"complete","Germany",2020-01-29,"Human respiratory syncytial virus A isolate 490103005, complete genome",2020,5,"2019/2020","A","A.D.5","GA2.3.5"
"PP376768.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103007","ssRNA(-)",15225,"complete","Finland",2020-01-29,"Human respiratory syncytial virus A isolate 358103007, complete genome",2020,5,"2019/2020","A","A.D.1","GA2.3.5"
"PP376769.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","440103005","ssRNA(-)",15226,"complete","United Kingdom",2019-10-29,"Human respiratory syncytial virus A isolate 440103005, complete genome",2019,44,"2019/2020","A","A.D.3","GA2.3.5"
"PP376770.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340103007","ssRNA(-)",15227,"complete","Spain",2019-11-29,"Human respiratory syncytial virus A isolate 340103007, complete genome",2019,48,"2019/2020","A","A.D.1","GA2.3.5"
"PP376775.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101001","ssRNA(-)",15205,"complete","Netherlands",2017-11-03,"Human respiratory syncytial virus A isolate 310101001, complete genome",2017,44,"2017/2018","A","A.D.2.2","GA2.3.5"
"PP376779.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103015","ssRNA(-)",15095,"complete","Russia",2020-02-03,"Human respiratory syncytial virus A isolate 070103015, complete genome",2020,6,"2019/2020","A","A.D.1","GA2.3.5"
"PP376780.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103018","ssRNA(-)",15227,"complete","Finland",2020-02-03,"Human respiratory syncytial virus A isolate 358103018, complete genome",2020,6,"2019/2020","A","A.D.1","GA2.3.5"
"PP376781.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103016","ssRNA(-)",15225,"complete","Russia",2020-02-03,"Human respiratory syncytial virus A isolate 070103016, complete genome",2020,6,"2019/2020","A","A.D.1","GA2.3.5"
"PP376782.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490103006","ssRNA(-)",15227,"complete","Germany",2020-01-30,"Human respiratory syncytial virus A isolate 490103006, complete genome",2020,5,"2019/2020","A","A.D.1","GA2.3.5"
"PP376784.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103012","ssRNA(-)",15224,"complete","Netherlands",2019-12-30,"Human respiratory syncytial virus A isolate 310103012, complete genome",2020,1,"2019/2020","A","A.D.5","GA2.3.5"
"PP376785.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490103033","ssRNA(-)",15223,"complete","Germany",2020-03-30,"Human respiratory syncytial virus A isolate 490103033, complete genome",2020,14,"2019/2020","A","A.D.5","GA2.3.5"
"PP376786.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358102023","ssRNA(-)",15223,"complete","Finland",2019-04-30,"Human respiratory syncytial virus A isolate 358102023, complete genome",2019,18,"2018/2019","A","A.D.1","GA2.3.5"
"PP376789.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490103035","ssRNA(-)",15197,"complete","Germany",2020-03-31,"Human respiratory syncytial virus A isolate 490103035, complete genome",2020,14,"2019/2020","A","A.D","GA2.3.5"
"PP376790.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101050","ssRNA(-)",15203,"complete","Netherlands",2018-01-04,"Human respiratory syncytial virus A isolate 310101050, complete genome",2018,1,"2017/2018","A","A.D.1","GA2.3.5"
"PP376795.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103030","ssRNA(-)",15227,"complete","France",2019-12-04,"Human respiratory syncytial virus A isolate 330103030, complete genome",2019,49,"2019/2020","A","A.D","GA2.3.5"
"PP376796.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103019","ssRNA(-)",15211,"complete","Finland",2020-02-04,"Human respiratory syncytial virus A isolate 358103019, complete genome",2020,6,"2019/2020","A","A.D.2.2","GA2.3.5"
"PP376797.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490103017","ssRNA(-)",15230,"complete","Germany",2020-03-04,"Human respiratory syncytial virus A isolate 490103017, complete genome",2020,10,"2019/2020","A","A.D.2.2","GA2.3.5"
"PP376806.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340103010","ssRNA(-)",15199,"complete","Spain",2019-12-05,"Human respiratory syncytial virus A isolate 340103010, complete genome",2019,49,"2019/2020","A","A.D.1","GA2.3.5"
"PP376807.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103046","ssRNA(-)",15227,"complete","Netherlands",2019-12-05,"Human respiratory syncytial virus A isolate 310103046, complete genome",2019,49,"2019/2020","A","A.D.2.2","GA2.3.5"
"PP376809.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102037","ssRNA(-)",15222,"complete","Spain",2019-02-05,"Human respiratory syncytial virus A isolate 340102037, complete genome",2019,6,"2018/2019","A","A.D.1","GA2.3.5"
"PP376821.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330102010","ssRNA(-)",15223,"complete","France",2019-01-07,"Human respiratory syncytial virus A isolate 330102010, complete genome",2019,2,"2018/2019","A","A.D.1","GA2.3.5"
"PP376822.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340103026","ssRNA(-)",15225,"complete","Spain",2020-01-07,"Human respiratory syncytial virus A isolate 340103026, complete genome",2020,2,"2019/2020","A","A.D.1","GA2.3.5"
"PP376827.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103011","ssRNA(-)",15223,"complete","France",2019-11-08,"Human respiratory syncytial virus A isolate 330103011, complete genome",2019,45,"2019/2020","A","A.D.1","GA2.3.5"
"PP376830.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101013","ssRNA(-)",15222,"complete","Finland",2018-01-09,"Human respiratory syncytial virus A isolate 358101013, complete genome",2018,2,"2017/2018","A","A.D.2.2","GA2.3.5"
